C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
45824,Customer#000045824,fLLYUMBaeayv83egOeGoNqMW0NWGJgwBujk 0d,0,10-391-512-2954,8903.47,HOUSEHOLD,final pinto beans doze slyly speci
27925,Customer#000027925,"tmMwT17Y,A",0,10-625-626-3398,1838.16,AUTOMOBILE,"quests x-ray final, silent pinto beans. foxes cajole carefully blithely unusual excuses. special platelets use quick"
47736,Customer#000047736,WC6X6U1sKhR0OE0Ev,0,10-290-770-8213,8167.29,FURNITURE,sleep slyly furiously express foxes. ironic excuses s
46828,Customer#000046828,DNPBSalqMP4uEUr,0,10-277-417-3878,8661.90,HOUSEHOLD,ed accounts. dependencies into the special accounts sleep furiously around the caref
32017,Customer#000032017,p5C2q4nQAzStTv OqBA,0,10-415-419-4196,5994.60,AUTOMOBILE,"ts. carefully unusual ideas across the even, regular gifts"
46825,Customer#000046825,"XnnkIfCe6,jixCXmM9mJUwVvWdch,Ujq",0,10-901-418-9835,8427.59,HOUSEHOLD,ses despite the slyly bold requests would cajole blithely express deposits. final foxes ca
34232,Customer#000034232,"rHl,fF01q2",0,10-448-346-9261,243.54,HOUSEHOLD,ts nag carefully fluffily ironic pinto beans. silent instructions cajole after the furiously regular foxes. furiousl
36137,Customer#000036137,WHsAykVlkov5166Ol37mRFdZlpMF,0,10-591-495-8748,1874.09,BUILDING,s wake among the final dolphins. pinto beans into the slyly regular sentiments en
27931,Customer#000027931,"ma4XcmGPDMY0yxnQX GBnexPYgN,0GqpyJiFq",0,10-917-493-4358,6244.28,AUTOMOBILE,hinly special accounts cajole across the furiously unusual asymptotes. evenly sl
27665,Customer#000027665,eLXxqGvpp9Tx8RHQhSUWVHFzo8vOyZBCLZAvOFh4,0,10-803-910-2772,4094.18,AUTOMOBILE,sly ironic ideas cajole fluffily furiously special accounts. slyly special platelets cajole blithely.
28548,Customer#000028548,"BchvFJv,sUCryBHGOYrXBma4k2WMVglB1cXG9RS",0,10-629-503-3663,4637.44,FURNITURE,the furiously ironic platelet
26131,Customer#000026131,zraAAQa5m2PAsCP2wb5zUM7fAQT,0,10-982-276-5640,6916.21,HOUSEHOLD,nic accounts. ironic requests according to the blithely regular id
29860,Customer#000029860,BNC0hLTlhVwUEawd1V0e5je4gqwL651jcHMh,0,10-213-250-1913,7647.61,FURNITURE,sts. quickly ironic deposits after the
35883,Customer#000035883,4hfK xU8iMDCQuiHoQ,0,10-274-362-6881,3772.49,MACHINERY,nstructions. carefully bold accounts according to the
29548,Customer#000029548,lExY7QmFeJRjglcVv9JxfVo0u6LxdTHCsqD8wShU,0,10-103-998-3247,3655.04,BUILDING,te blithely around the carefully special deposits. fluffily final accounts according
27790,Customer#000027790,DUFL2KU0iWZrUFS,0,10-778-216-5790,963.27,MACHINERY,"to beans sleep. quickly regular accounts sleep blithely regular, final packages-- care"
46841,Customer#000046841,jbjlzMKVuJW8llUiLpygBAkpVGisIfQOCwB1,0,10-307-466-8334,9364.15,HOUSEHOLD,ep blithely fluffily idle requests. final packages use en
27147,Customer#000027147,"W,ZezXz32P19i",0,10-392-622-8078,8935.78,FURNITURE,ular pinto beans sleep carefully whi
44464,Customer#000044464,rzz5LPBFW2q PM2gF2 EruyRSsLwn,0,10-598-681-2420,5625.91,BUILDING,bold accounts: even pinto beans sleep furiously. furiously unusual
42670,Customer#000042670,1kCLMqQTzlv,0,10-807-855-7350,6169.36,FURNITURE,theodolites. silent pinto beans are furiously above the bold acc
41935,Customer#000041935,jUPqBOPKTelog,0,10-908-567-4794,3676.73,AUTOMOBILE,al asymptotes wake carefully. furiously
42694,Customer#000042694,"tZ38ZQI5cSfC5M7utZTG28Hq,J0KUUyz",0,10-821-593-5478,2363.27,MACHINERY,s haggle according to the furiously even pinto beans. express c
28506,Customer#000028506,xG5I2nE JeXMCpDRf,0,10-294-913-8278,5766.16,AUTOMOBILE,out the carefully permanent deposits. slyly e
34935,Customer#000034935,"HwjOY0WF8HgkG,oKAh8Vjaa3jnCkxyzcGHsCK",0,10-902-238-9864,605.18,FURNITURE,above the quickly regular instructions. bold ideas wake slyly alongside of the
41669,Customer#000041669,eKhNDVl6gGN7yMgAVCS,0,10-382-901-4322,1536.92,BUILDING,unts cajole carefully blithely final somas. never bold theodolites sleep fur
37291,Customer#000037291,jFiEbTPtz85E IpdesMeDfiFpJ24tK6sAg,0,10-665-134-2428,5191.75,BUILDING,deposits. unusual deposits are blithely regular ideas. slyly fi
35002,Customer#000035002,RYfSlamR1wxqOB51lP7h9mSZrj8kTp5 bJjVZ,0,10-281-311-3241,9986.21,BUILDING,es are carefully furiously final deposits. quickly ironic pin
37416,Customer#000037416,8lgKSDjpEqLwKPHCNZDewVq1,0,10-322-499-4127,1361.11,MACHINERY,requests. slyly regular request
42763,Customer#000042763,GcqjT7tO4MFVw  1,0,10-522-979-7344,6279.45,MACHINERY,fluffily regular packages hinder quickly after the slyly even asymptotes. slyly pending deposits are blithely fi
40428,Customer#000040428,T7gs3A30eLb9GLHf0QhybBfRSHZJU5k,0,10-656-783-5902,-568.11,HOUSEHOLD,ts use slyly about the quickly expr
28460,Customer#000028460,W4PST2gRc9OcFVciX4w0IoLMCrs,0,10-951-203-4094,-436.39,BUILDING,carefully final requests doubt blithely slyly fluffy theodolites! carefully regular accou
29891,Customer#000029891,TyE1QD95549Eubivs4s4Imi,0,10-352-697-7759,7759.21,MACHINERY,furiously foxes. fluffily even realms could have to hang slyly express dolphins. fluffily ironic pinto be
44833,Customer#000044833,iWOXiznjDvWAbRge8iu4qq,0,10-578-144-1931,6841.06,HOUSEHOLD,ckages poach quietly bold platelets. express deposits wake! bold
36943,Customer#000036943,"Ri1tyjBVZNAEseDu,C5FlNb9G1ZcRTEBK7ypo9Bv",0,10-252-656-2269,1315.64,AUTOMOBILE,furiously even patterns whithout the slyly bold requests doubt requests. final
34057,Customer#000034057,eAJOYKSIdrbc69K8VATYf31Gou7Sw8,0,10-280-467-4207,4301.91,MACHINERY,over the slyly special requests. furiously final deposits wake. special requests sh
34239,Customer#000034239,jUw5oIqA1gIU39gXNyvW,0,10-173-465-2034,5522.82,HOUSEHOLD,s wake blithely even warhorses. bold
27839,Customer#000027839,KXTYuAjiReqMf1ix4Rk5KYp3Anaynxbv,0,10-189-634-4168,613.66,MACHINERY,atterns boost ironically express accounts. blithely fluffy requests acros
27182,Customer#000027182,ZIOEXDFFc7zRrofi,0,10-492-937-9881,698.72,BUILDING,refully about the carefully express
48602,Customer#000048602,sg3IqzsgNHW3TX1nT9BpWdHH,0,10-804-193-8618,3666.16,AUTOMOBILE,encies promise within the slyly enticing excuses. regular theodolites affix. furiously final packages sleep
50397,Customer#000050397,QPPZD5rsyaog9mr80DokqrSLeyw,0,10-299-458-5244,2320.74,MACHINERY,ct furiously blithely final a
39565,Customer#000039565,tmxOWMddWmBFobmnboV7Y,0,10-635-521-7590,6164.56,HOUSEHOLD,. quickly special packages haggle. fina
50171,Customer#000050171,"jtxtMt7iY,idxwRwuBLlRei8e",0,10-780-350-8561,7610.53,MACHINERY,"ounts cajole. quickly regular accounts wake carefully unusual deposits. final, ironi"
34451,Customer#000034451,YVOSzbHWzlmy9gf6omTpt1gXsLuHjix,0,10-298-960-4355,9450.87,FURNITURE,o beans. furiously unusual requests sle
47605,Customer#000047605,A DNIdbtXbQkAhMO8Zw0y3Pt,0,10-327-452-8581,3959.58,MACHINERY,lar dependencies. deposits among the bold accoun
29734,Customer#000029734,PIlqnrvLX5nP9ymYJj0zpmcZAy69tKNDh1eXWFZ,0,10-753-828-5154,7933.45,MACHINERY,"onic sheaves about the special, careful excuses use pinto beans. regular requests snooze. carefully close"
34194,Customer#000034194,"J,WFG2snMosYZ1ct",0,10-466-449-7310,3703.61,BUILDING,xcuses could cajole about the furiously ironic foxes. caref
33343,Customer#000033343,d1S kywpHrfR,0,10-646-264-8051,8591.45,FURNITURE,t. slyly pending asymptotes integrate sl
32201,Customer#000032201,zC5DeKKgr1hvA,0,10-250-773-5106,561.61,FURNITURE,packages about the packages cajole furiously among the furiously final excus
38050,Customer#000038050,"DgqfJEg1UgmuSUI,VZm",0,10-395-652-8266,8943.35,HOUSEHOLD,ncies. packages are blithely according to
30849,Customer#000030849,IE loLj0c9OM0AKpBkKw7KHaGfE4F6dE EiAPXlz,0,10-451-226-8232,800.04,MACHINERY,ges hinder. furiously permanent asymptotes cajole inside the final requests-- foxes cajole darin
41016,Customer#000041016,rOx9opy3cJIJWPv8ByM5846PkZPx XLZsKsWBx,0,10-539-542-8355,7970.16,AUTOMOBILE,e the silent accounts. slyly bold accounts shall have to haggle furiously.
42385,Customer#000042385,ZLZK8sTGbLktKLc56UZjsIC3E0AcMQJa6uaV4,0,10-172-763-6593,8650.39,HOUSEHOLD,thely. blithely bold pinto beans after the fluffily express theodolites wake fluff
35582,Customer#000035582,"xs,O mBoqhyTUMCKOEnyzWd MJ6g6uvkjKW",0,10-313-628-9522,4939.34,AUTOMOBILE,pending packages. accounts are blithely with the furiously ironic deposits. furi
43277,Customer#000043277,K2fCSsOmvwrYst,0,10-746-413-8340,8235.49,FURNITURE,courts detect above the even deposits. ideas wake carefully pending instru
44956,Customer#000044956,"7sm qbyH00rO,JRt oQKdna7H8Ji",0,10-276-522-3139,1532.54,BUILDING,"y about the silent, ironic deposits. ideas integrate carefully slyly bold ideas. slyly sl"
37397,Customer#000037397,"M3i3,COoWRaPoKAeTCt,szs",0,10-690-962-9659,8588.11,HOUSEHOLD,"iresias. slyly ironic theodolites detect slyly final, express platelets. expre"
34328,Customer#000034328,"tP1JJW4OvUkhfudyO9X,jyUNdA4szMWNQwh",0,10-951-919-2710,1573.63,HOUSEHOLD,y special theodolites. dugouts boost across the furiously regular instructions
49888,Customer#000049888,c0Ium9VaXo3ZBkxU6K5GRSUlKswQgxImmjcnpyj,0,10-409-934-4549,1981.04,FURNITURE,s. carefully regular instructions cajole blithely
33403,Customer#000033403,LrvRMWUITsWH4vNWqJbZfTvbURpBwVFDc57xQ4U,0,10-145-692-9078,3078.25,HOUSEHOLD,ideas. silent packages sleep. slyly even pa
35110,Customer#000035110,H5Wg3VAedhm23ODPKry,0,10-964-885-3096,7331.54,HOUSEHOLD,. furiously regular ideas sleep at the daringly final pi
45694,Customer#000045694,"Jiq2n0qD6VCB1tzVd,frFGpy3gzj6",0,10-730-432-9503,7607.56,AUTOMOBILE,telets. slyly final pinto beans cajole furiously after the slyly daring accou
47513,Customer#000047513,"thye,6lla2OrkCCLTcC6xf9EwNy8Vk4w",0,10-911-422-1879,788.59,AUTOMOBILE,ns around the bold deposits lose among the ironic deposits. stealthy
40977,Customer#000040977,"JN3sdBwZCEJfygCKvghTae03,V79KPji,",0,10-248-345-8604,765.21,AUTOMOBILE,accounts cajole carefully ruthless dolphins. packages nag furiously after the regular ideas! blithely bold a
42932,Customer#000042932,UurqXp3dC0UkMkSEKyAK1,0,10-819-103-5652,3847.72,HOUSEHOLD,even pinto beans sleep against the slyly special excuses. carefully
41845,Customer#000041845,"r96HXGak2wltWY,sNg",0,10-361-427-3493,3191.36,HOUSEHOLD,bold somas. unusual requests sleep. final pinto beans lose. pending reque
50588,Customer#000050588,"d7n6ctXyvqrjJhiFUHmH,omEY",0,10-483-531-9496,537.31,HOUSEHOLD,"haggle. regular, regular accounts wake carefully. blithely ironic forges cajole sometimes. even, express"
47700,Customer#000047700,JDHl6seQXGD,0,10-399-832-7473,-755.33,FURNITURE,ronic theodolites are carefully regular ideas. final asymptotes are a
42584,Customer#000042584,0XCpXDsY6IkyANZJKlvmA0z70cJ,0,10-795-234-8645,-121.50,FURNITURE,"osits! slyly ironic escapades boost against the asymptotes. ironic, ironic acco"
29465,Customer#000029465,Ry76xxjeCdskztSgL9BMVorbqtmB5KGOfqCMJ,0,10-395-317-5708,4537.84,AUTOMOBILE,ckages. dogged packages integrate according to the carefully express
44432,Customer#000044432,KijPS wqR7sn,0,10-487-475-7383,2567.96,AUTOMOBILE,ly! special instructions are quickly even asymptot
33295,Customer#000033295,PFcNSRHZsvQiKlOl2UR,0,10-303-938-8939,3585.82,HOUSEHOLD,e. furiously final packages by the regular acc
27067,Customer#000027067,6gnyTn83885q4JUbas7MTHLOor,0,10-906-117-7392,9820.25,AUTOMOBILE,"ironic accounts. carefully special theodolites print slyly after the pending,"
41022,Customer#000041022,kg7JNYocOGseFVgbSMBsOtcLbBdxptTGQw,0,10-493-545-4072,-487.79,FURNITURE,kly according to the stealthily regular ideas. requests sleep against the furiously final pains. iro
38103,Customer#000038103,OYYtghSGWI0EWWknz8G67PUiEpDwczRZ,0,10-379-532-4625,7299.01,HOUSEHOLD,le blithely across the carefully regular packages. final asymptotes haggle before the
43448,Customer#000043448,"cLO5Nv,Lpj67HgjTsUK3x",0,10-560-117-9783,4559.89,AUTOMOBILE,sly pending theodolites. requests are. ideas engage slyly. regular theodolites i
32997,Customer#000032997,9gf224EjOpM71GLrQt,0,10-535-953-8433,1770.94,HOUSEHOLD,tes across the unusual accounts haggle quickly furiously pending dependencies. s
30372,Customer#000030372,kkJrhnIkw7PWfuU04yFRz56nrbvp,0,10-175-514-6743,5118.32,HOUSEHOLD,ourts. packages impress furious
47515,Customer#000047515,RTJOXnBhuQrcLvxT7dEpsPdQjta4,0,10-882-990-9019,2634.30,HOUSEHOLD,into beans wake. blithely silent requests caj
46891,Customer#000046891,7RVKxdFm6Kgp DI5jyITOOY9Z0fG6GQqI,0,10-922-485-8039,2789.28,BUILDING,"even, final packages wake slyly slyly final ideas. furiously"
36417,Customer#000036417,RAHihN 2X4jd78,0,10-929-372-4271,5943.08,AUTOMOBILE,ans alongside of the theodolites boost slyly about the s
33817,Customer#000033817,EStV2GNXU7Q3rb3ej6KHJmuv4EcssAxHVLf,0,10-922-251-4497,447.71,FURNITURE,s. furiously even pinto beans along the quickly final pinto beans wake instructions. e
42034,Customer#000042034,ANLndoCJdra4AcNN1Bp5gUrh4eul,0,10-112-573-2609,1791.63,AUTOMOBILE,ithely ironic packages. deposits cajole quickly quickly express pinto beans. blithely silent packages sleep blit
40886,Customer#000040886,LsrSI3sq9SG5W,0,10-437-387-3558,9462.84,HOUSEHOLD,totes haggle slyly special pinto beans. express
33377,Customer#000033377,2ehnJ3bWFwgYepDl4RBVsoD0KVVB,0,10-928-596-8850,2966.29,HOUSEHOLD,ar platelets. dependencies integrate slyly above the slyly express requests. fluffily express requests cajole q
40553,Customer#000040553,5d4Xzvy5PNzswqcdZ Z4yb7vd6BzmAHSAt,0,10-188-555-2104,165.55,AUTOMOBILE,ckages according to the idle deposits are careful
51134,Customer#000051134,"5UlYADq,,fVrCBIjOeZS7",0,10-390-507-2623,543.27,MACHINERY,"uriously unusual deposits cajole after the ironic deposits. pending, final instr"
28737,Customer#000028737,mK8kujQ73Vo4YY9Nb6,0,10-663-113-5967,1779.79,BUILDING,"al foxes haggle ironic, special theodolites. quickly silent deposits across the quickly s"
39387,Customer#000039387,23dqAo8ko41pved9Fulo7gbBLG,0,10-513-406-5972,2173.43,MACHINERY,"xes against the special, even ideas cajole slyly according to the stealthily"
34120,Customer#000034120,"QU5H,n9j2kQs",0,10-459-285-2827,194.86,FURNITURE,ironic warthogs engage furiously
38006,Customer#000038006,"f,epKNmYJbXQANo8fRKdNmXbgo21nLzcmhHz",0,10-573-838-8713,8609.49,BUILDING,"quests. carefully ironic requests play. quickly unusual requests boost. stealthy, busy accounts wake a"
29444,Customer#000029444,S8MpsvqcSNXCZsXjRE1uAJJk48X7WvMjWxvgB,0,10-902-361-2305,1746.72,BUILDING,"accounts affix carefully pending accounts. bold, ironic theodolites"
49628,Customer#000049628,"YgVOJCsS92U6T,Ht",0,10-547-814-8518,7332.75,BUILDING,e furiously regular accounts. unusual accounts sleep. silent ideas print furiously
26992,Customer#000026992,"dbX4,KYvmFWha VPhD7JI6rylkXWW2WFp",0,10-898-119-5222,6079.82,MACHINERY,y regular deposits. furiously ironic gifts above the furiously bold packages sleep carefully blithely regular p
48322,Customer#000048322,eb59yic4JZ35OeOlUK7OovSNSO6g,0,10-900-174-4545,973.18,MACHINERY,packages. bold deposits are fluffily furiously ironic deposits. furiously special accoun
34471,Customer#000034471,"Q,0EpjAR4yczWpDVOkA",0,10-213-696-1297,6724.40,AUTOMOBILE,es. quickly regular foxes are furiously final instructions? even deposits after the sp
31469,Customer#000031469,y8GICBzaqbh 7a4BM29Y0EGSh4toAQMHQTGCe,0,10-954-858-6257,1219.24,FURNITURE,final dugouts. carefully express requests between the even deposits
35972,Customer#000035972,y3fo6xvBp6Epq,0,10-195-481-5266,763.27,MACHINERY,"special, unusual pinto beans. even platelets cajole blit"
48294,Customer#000048294,UHZsThtZl2 pO4p5IXlXzPxTCSx,0,10-364-245-8954,2799.05,AUTOMOBILE,furiously express requests. final dinos haggle final requests. furiously permanent requests
36742,Customer#000036742,ft8W4EhME4fHdbQEYoTjbXvzYp LoQa8yV,0,10-285-483-1231,6000.33,FURNITURE,"express pinto beans haggle pending, furious theodolites. final packages nag carefully final accounts. blithely"
33803,Customer#000033803,ZzQdiSgSHKNRE JrtJGrEf,0,10-789-666-3421,1482.70,AUTOMOBILE,equests. carefully ironic packages sleep carefully. slyly final packages boost quickly. regular
50679,Customer#000050679,"tnuY3d2tM47CE,m9bs",0,10-901-221-7943,28.96,BUILDING,raids serve slyly quickly pending grouches. carefully final courts haggle quickly. bold platelets haggle fluffily ac
35952,Customer#000035952,"DDQ JlUX0cafMSdYw,yL",0,10-115-186-5944,4187.69,HOUSEHOLD,"even, unusual excuses. slyly pending p"
30165,Customer#000030165,PKm4WhOzMPmuGL2uyEDY8HoPYq,0,10-329-300-3080,9050.90,FURNITURE,around the furiously final deposits affix above the foxes. thinly unusual request
41574,Customer#000041574,S7wJZVUKQAHTeS5fL4BG,0,10-343-392-7388,7199.88,MACHINERY,silent pinto beans haggle carefully according to the slyly special packages. requests da
41349,Customer#000041349,Z01xf1OxhCAlp2HBZLbEnZ4GgDAgCwHC,0,10-745-851-4339,245.34,MACHINERY,is-- silent foxes alongside of the furiously pending requests sublate slyly pending excuses-- final
50861,Customer#000050861,"PhlvVpzTcV3GjndEQ9Kz0D 0Pq,3i2f6ZlllN",0,10-161-548-7942,5025.42,FURNITURE,"heodolites sleep slyly bold deposits. quick dependencies use carefully about the final, final"
48062,Customer#000048062,"meOBx4QVlkAg1c8LJ ucgiI,LG5hdF",0,10-444-864-6604,8135.10,AUTOMOBILE,ding to the carefully final theodolites. carefully even id
27910,Customer#000027910,49d7 f06cwAu X7zjofOaNPSbaQt,0,10-664-211-5293,-345.10,MACHINERY,carefully even pinto beans kindle slyly platelets. blithely regular theodolites believe fluffily.
51612,Customer#000051612,DxlOafyKpK6K6ihPLSBE,0,10-230-179-6503,7227.23,FURNITURE,"t, regular theodolites according to the carefully even requests cajole above the"
42179,Customer#000042179,5wXb9jd8YvyOoRIv04HAWmqgm17RUK,0,10-817-878-4456,8482.23,FURNITURE,"ecial theodolites hang. unusual, special foxes"
46406,Customer#000046406,"HvCdGbMMZ4D6B,1bOjKzrgwTsqqSuVymSE,",0,10-653-436-6549,3336.41,BUILDING,"ual instructions haggle after the asymptotes. final, e"
51311,Customer#000051311,"f,VGPDxMfVA3Qm4cKX67B3aTMcjQoiKm0",0,10-657-744-1323,-310.83,HOUSEHOLD,sits doze furiously carefully daring accounts. silent platelets use bravely. deposits engage. dependencie
28239,Customer#000028239,"8Dok6zmffjdyB87Ybs,zJ663EECbTGImmOJ",0,10-880-927-8265,5212.80,MACHINERY,"deposits haggle. unusual, even r"
34757,Customer#000034757,pqNXBz IqAwEl,0,10-310-857-8830,262.50,AUTOMOBILE,thely ironic requests nag according to the
27276,Customer#000027276,NxefQpW8LM15 To4RtaJzHt,0,10-660-396-8780,5674.49,HOUSEHOLD,sts. regular instructions haggle blithely. quickly
48569,Customer#000048569,ghiz5y5HiQLdwSZXQVHx7u,0,10-176-650-9234,-234.45,FURNITURE,ss dependencies. furiously even instructions integrate quickly carefully even requests. qui
48739,Customer#000048739,9wnZB9KWdt,0,10-584-509-4302,114.03,AUTOMOBILE,e carefully even requests. slyly pending ideas haggle slyly. carefully pen
29830,Customer#000029830,"kRpEh6v43giZ,emijW1YUl4X",0,10-478-318-1025,2835.84,AUTOMOBILE,ronic deposits affix blithely! slyly final courts boost
37325,Customer#000037325,3umT6ELFkTffbEWdzd6VPungQFjs6tIKFO6Nph,0,10-852-436-4297,4740.12,HOUSEHOLD,e furiously regular requests promise bravely blithely regular deposits. blithely regular waters along the unus
32489,Customer#000032489,"FhN1Fx,UUVFDmHXPBeHzCCMKOEpof7",0,10-482-147-4038,-579.95,HOUSEHOLD,intain requests. fluffily final accounts haggle? slyly silent packages wake carefully. quickly reg
38887,Customer#000038887,40ejevPL1pEAzWtODJZ2BDn9CTsytd9b928GQ,0,10-307-723-4704,2375.45,BUILDING,"cial dinos across the final, final asymptotes sleep slyl"
32190,Customer#000032190,ST5pwGNlpteOHEEpLWO5 Vsh9ngj062hG0UU,0,10-353-638-7618,1381.98,FURNITURE,bout the carefully final theodolites. carefully even multipliers wake furiously regular dolphins. bli
45852,Customer#000045852,Z xzsM9L6Qe9if,0,10-387-168-6457,3286.59,MACHINERY,uickly regular theodolites after the regular instructions boost blithely alongside of t
44759,Customer#000044759,"ZW,,b7HrKjb4pgdjUiBb513HQBKdc",0,10-881-127-5224,3053.10,FURNITURE,nag blithely daring deposits. slyly even accounts use. fluffily pending asymptotes after the silently regular packag
36157,Customer#000036157,AiT 08IiVkvS66oJohQGFJMDNcX,0,10-663-936-6685,4193.82,HOUSEHOLD,counts integrate. quickly iron
36482,Customer#000036482,V6nFaCTiqVkZflf3fMll12zP73uyrTkm0U7N,0,10-597-333-5516,3253.28,AUTOMOBILE,across the thin packages. requests along the slowly final accounts wake above
40722,Customer#000040722,"Y FqzykdzK,aa,68J",0,10-806-943-2592,1308.86,MACHINERY,c packages. packages cajole silently: blithely regular pinto beans inside the slyly final reque
41881,Customer#000041881,UBnhRvGzeblFHWrwzsdq,0,10-382-652-7500,6806.45,HOUSEHOLD,packages are about the carefully unusual accounts. fluffil
50676,Customer#000050676,Jelisu595iNCSk4LYGq4Iax,0,10-107-431-4501,5121.03,AUTOMOBILE,"lyly silent ideas wake fluffily special instructions; regular, final accounts are slyly against the slyly unusual"
32845,Customer#000032845,6IpgJhugel,0,10-676-710-7734,7337.05,BUILDING,y along the final foxes-- furiously express dolphins after the slyly
42793,Customer#000042793,BlgpUktkhnloqj5o,0,10-705-905-9941,6050.52,BUILDING,"slyly after the sometimes even courts. slyly special requests sleep. even, d"
27520,Customer#000027520,KXsOD4GgSvdypWDBk J6Fhq4K,0,10-866-403-3155,1257.06,BUILDING,"cross the furiously even packages. ironic, ex"
33470,Customer#000033470,g41INvF2Ob,0,10-740-506-5376,5366.83,AUTOMOBILE,"accounts cajole according to the carefully ironic deposits. busy, regular instructions hagg"
30340,Customer#000030340,eA7w0hYXBNBsV,0,10-384-459-6549,6245.37,HOUSEHOLD,ithely along the carefully bold packages. quickl
38074,Customer#000038074,"d3uOXbsto9A,krgjM4B pQJJxpb9dN0og",0,10-600-460-9979,8631.95,AUTOMOBILE,gular theodolites. carefully even deposits wake furiously about the carefully bold deposits. busily final depend
29057,Customer#000029057,Zib4BivvNiWfcG9dsAtIBLejPSKT8BastJ,0,10-984-321-5212,553.48,AUTOMOBILE,old asymptotes. slyly regular dolphins use furiously un
