C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
2110,Customer#000002110,"P3DEZW91nAjJjL,5,ybC97yg9T",0,10-919-160-2226,5462.99,MACHINERY,"y regular, final asymptotes. furiously ironic instructions along the express platelets sleep q"
20551,Customer#000020551,"JDv14,cXq PWPSuKg6JmFe",0,10-314-897-9651,5182.16,HOUSEHOLD,"of the dogged, even theodolites wake according to the ideas. ironic accounts"
23066,Customer#000023066,lxyZjcPqrcdeWuPjweiANB2vlYUiA,0,10-390-713-9857,2755.09,HOUSEHOLD,le slyly even excuses. bold packages
5110,Customer#000005110,P7yREYSJVKTfAG,0,10-398-711-6077,8227.15,FURNITURE,"ly even accounts integrate with the bold, regular pinto beans. blithely fluffy pinto beans are af"
16151,Customer#000016151,Mw9VqMnVnsNWQxbxoyq x9jW,0,10-183-618-4880,-723.19,BUILDING,ove the ironic deposits serve blithely against the slyly special packages
15934,Customer#000015934,geIOTIURDi,0,10-403-634-9511,3204.25,MACHINERY,eposits nag. bold theodolites haggle. ruthless dolphins wake furiously carefully pending theodolites. blithely
18138,Customer#000018138,W3gt3sWM RKyKOPpa8a0Y sAzTkGOZHWRRPF5Nj,0,10-100-588-4777,1449.77,BUILDING,"ly among the carefully final instructions; ironic, ironic packages ar"
11230,Customer#000011230,ACo7DgMZhGXNPVZnD,0,10-102-424-3490,3231.43,BUILDING,"ironic accounts. regular, bold account"
25258,Customer#000025258,"pxaSExW3Hlk01XArbRGOU2Kw,s2uyIUtfZRW",0,10-107-291-4118,1239.13,MACHINERY,furiously ironic packages cajole according to the regular pinto bean
17835,Customer#000017835,"In98krgJkCyHn,NKRHCvVFmPNkatI",0,10-251-448-7574,6218.56,MACHINERY,above the packages. slyly special pint
16113,Customer#000016113,"MDK4ZWnVUf,wsgMRunLlgwzBgdABQXsNOBwFm",0,10-590-635-9588,9331.10,BUILDING,accounts wake blithely quickly pendi
13642,Customer#000013642,OWZb2Zb5XomO6R9kCjPvSKQaxhlFDAiIQ4pPZ2,0,10-111-927-8706,8917.01,MACHINERY,"ual, regular requests sleep slyly at th"
9914,Customer#000009914,yJZM3TzEfV1T9Gz,0,10-589-524-9213,5839.06,AUTOMOBILE,y against the ironic dolphins. carefully regular accounts promise furiously. blithely ironic dependencies are
7745,Customer#000007745,ufbRlPT926uAyNvVzqohq,0,10-772-516-1885,2703.38,AUTOMOBILE,ght to are furiously among the bravely final foxes. i
10328,Customer#000010328,tD2IpP5ae3HqTWVseDs3yrz7jExhE TtoU,0,10-489-567-5248,5480.61,BUILDING,nding tithes haggle blithely. deposits are special platelets. acc
2168,Customer#000002168,CkrTIjAZeYCnNkDUejSFo,0,10-448-109-8154,9688.59,HOUSEHOLD,regular foxes. permanent foxes nag blithely re
9746,Customer#000009746,aycfwDGq R22RqlS3ezXtpn15oipCEqGAxD,0,10-579-140-8175,7425.14,HOUSEHOLD,"ntegrate regularly on the bold ideas. blithely special deposits cajole carefully above the careful, bold dugouts. sl"
9848,Customer#000009848,R76ckJoNrPk0UcIlqZdkGzL0yHOBfQtedo,0,10-931-656-1600,60.15,FURNITURE,inal deposits haggle across the blithely pending accounts. carefully even ideas are blithely across t
2517,Customer#000002517,iyODDKMHQOIkT1riB1JangDA,0,10-119-916-3225,4219.76,HOUSEHOLD,blithely. regular courts integra
6133,Customer#000006133,"omLzu1P2J,3NE kslioAaNTRcTOSUx5RkK 8z4b",0,10-849-670-9143,2698.12,HOUSEHOLD,final ideas detect furiously permanent accounts. slyly regular courts boost final instructions. theodolite
13665,Customer#000013665,"APHMPe6xMCQkCFXuzeYq,b1",0,10-801-574-6990,3746.86,AUTOMOBILE,es. blithely final instructions are blithely a
9470,Customer#000009470,"zNy4Y1X5cPpijGj05,lgfxTCYZx",0,10-287-147-1137,6171.20,HOUSEHOLD,es. furiously express requests use furiously for the bold
256,Customer#000000256,kZvSw1OxIewB,0,10-229-271-4429,1299.92,HOUSEHOLD,ld boost about the carefully ironic foxes. slyly special packages cajole alongside of the slyly final accounts. q
23874,Customer#000023874,ZaxSATB4DmXzUhQAbczK,0,10-543-737-9954,6802.09,AUTOMOBILE,"nic, enticing requests. furiously bold deposits wake. blithely enticing accounts should poach slyly. pinto"
6293,Customer#000006293,cmwIZGBy9wS ouEkUR7F032xQwvxwQGOkWK,0,10-828-651-7919,4785.81,BUILDING,"uickly final excuses was slyly silent, express requests. carefully regular requests g"
5549,Customer#000005549,2jW23bQ0yQW298S,0,10-300-817-4437,6970.57,MACHINERY,iously bold accounts. theodolites use quickly. express packages detect blithely about the qui
4666,Customer#000004666,"FHs,R8Si9gpL6TTD",0,10-290-120-2026,3779.88,AUTOMOBILE,uriously enticing packages nag. pending excuses across the blithely daring pa
18295,Customer#000018295,3ji3vXM4Vn1JiYjYFJZ460giQo,0,10-911-354-4840,8508.23,FURNITURE,structions across the slyly regular mu
7109,Customer#000007109,IFbCO1RVDR7FXPO0TjAlG,0,10-308-434-9150,8251.81,AUTOMOBILE,ss requests cajole instructions. evenly express packages sleep. express requests are. fluffily express s
3782,Customer#000003782,"upJN2qkuRmrz,jWRYJm,iGL7G9pQ,2",0,10-363-465-4160,5225.90,MACHINERY,"ul excuses. final, final accounts nag quietly. blithely express Tiresias among the unusual ideas wake ex"
19561,Customer#000019561,6UKqw iSmgdaFh LvqmpFz48df2J 2P,0,10-686-302-3256,5535.88,AUTOMOBILE,e slyly regular deposits nag slyly across the regular deposits. furiously final hockey players sl
2137,Customer#000002137,S0TPt7yBxDPD4egnaRz,0,10-896-254-9400,1175.13,MACHINERY,ges. carefully ironic theodolites about the carefully ironic foxes are blithely among
13996,Customer#000013996,2nRr0x8mwhrKik54zx5kmlYHRmMKuo2P3,0,10-294-739-6374,6703.28,FURNITURE,essly regular deposits. blithely regular brai
13142,Customer#000013142,QKlNFNr2I95TbqixbN qlVHQML39AdPaRIkU4,0,10-153-523-3600,1290.33,HOUSEHOLD,urts. furiously ironic theodolites haggle slyly along the s
4874,Customer#000004874,hjUrHfIM hBrqUgyS2clBB15esrVC,0,10-601-657-7620,3300.78,AUTOMOBILE,refully special courts doubt fluffily pending courts. slyly regular packages affix carefully alon
23163,Customer#000023163,"z,7Lkj Y2Fzc6RKUm6lCQsy",0,10-499-720-8365,5091.30,HOUSEHOLD,"es cajole furiously idle, bold instructions. pending theodolit"
14751,Customer#000014751,KJiLpcFI6peyu0NyFEir,0,10-412-128-3797,2086.80,AUTOMOBILE,"l deposits. special, ironic requests breach. blithely bold deposits sleep furiously. regular forges nag furious"
17891,Customer#000017891,Z1X17VbCWdD5BKxkdeWp,0,10-105-956-2873,2577.32,FURNITURE,old dependencies hang slyly. special Tiresias boost thinly: blithely unusual accounts x-ray quickly. carefully expr
1162,Customer#000001162,"UE1WKLmvKQe2fja4Ubh1L8P98o,x",0,10-887-115-9986,3139.71,AUTOMOBILE,refully furious packages. furiously ironic ideas against the carefull
20402,Customer#000020402,veZlTcvd8idFSdF,0,10-223-158-9479,21.50,HOUSEHOLD,"final, final packages eat blithely. quickly even deposits are finally. regular accounts haggle furiously afte"
18574,Customer#000018574,"Y9hMvLH9g3DP4z6xZl7AFhhsG8,LXcR",0,10-718-745-7642,3771.97,HOUSEHOLD,to the carefully bold deposits. express requests a
23075,Customer#000023075,"qHLSk44qk,LMu88lZm",0,10-159-252-6455,7653.30,BUILDING,nts. pending deposits nag by the fluffily f
6609,Customer#000006609,p8JpKcWsxbFwUNYNIHs1RxBynB,0,10-264-475-4079,-773.01,HOUSEHOLD,theodolites nag quickly idly ironic accounts. ironically even foxes are. blithely ironic platelets c
5160,Customer#000005160,r zgzcLJHgiZ,0,10-808-896-6049,2986.13,FURNITURE,nos cajole ironic ideas. slyly bold accounts after the slyly r
10176,Customer#000010176,ncTwYWBQ454nZpUWdq7kDzVQAq u MgaFn,0,10-464-629-7568,5405.22,AUTOMOBILE,haggle. bold pinto beans cajole against t
2402,Customer#000002402,msJrhTQj18iiC1gziLOnT,0,10-328-467-8262,9422.29,MACHINERY,"mpress ironic theodolites. even, unusual pinto beans boost fina"
10769,Customer#000010769,"qojbCDtGe9I,HSIftc9,69fB7Efpia",0,10-746-103-3432,229.59,FURNITURE,final braids haggle quietly. never regular deposits use against the slyly fluffy
16848,Customer#000016848,jO8gnHGjSe,0,10-715-281-1688,4266.77,FURNITURE,"tithes. special, special frays nag. ironic, express platelets play"
23302,Customer#000023302,ZZ5qnxTpp5AB,0,10-909-212-2248,7903.48,AUTOMOBILE,he slyly ironic pinto beans. quickly regular deposits promise packages. furiously idle theodoli
24583,Customer#000024583,"Lfwb,A481BXnCJMjLZA8CoU2JD1GGVu S",0,10-103-863-9314,7127.40,BUILDING,hogs cajole blithely. blithely furious pinto beans haggle ironically. ironic packag
3207,Customer#000003207,zormqNZ7MSBGSB54dlDyUl,0,10-757-501-7501,5438.20,MACHINERY,ve the quickly ironic packages are regular deposits. furiously even deposits affix slyly; fluffily ironic fox
6804,Customer#000006804,"K8NgX,BjurasvKO",0,10-988-381-6875,4647.66,MACHINERY,ccounts sleep slyly among the regular packages. quickly final ideas sleep furiousl
16763,Customer#000016763,"Uk1uN,DkJEp7kJ3AVu SYQBN",0,10-693-384-7910,4884.10,HOUSEHOLD,ole across the fluffily final courts. carefully final instructions haggle blithely except the quickly
11240,Customer#000011240,"l9ipd,1eHFooDo2e8nkiPRI5xii",0,10-813-542-4784,9287.92,AUTOMOBILE,totes. regularly even instructions across the slowly regular instructions wake
4508,Customer#000004508,WcVSw6qmlV2iuKXz4hUmIGYMoFysYD,0,10-173-855-1164,2170.05,BUILDING,nto beans cajole blithely along the furiously special pinto beans. quickly unusual pinto beans haggle brav
25080,Customer#000025080,"zk2G8xZtJtO5b2m,YtJkCi,,RkIK5uk",0,10-373-264-4847,1579.99,FURNITURE,"nic, final requests-- notornis cajole slyly after the slyly even deposits. final requests haggle quickl"
15073,Customer#000015073,yhJaYWMYYaScYFmrCTIFOSSJSPtriRM,0,10-680-515-3414,895.95,BUILDING,slow dolphins alongside of the furiously special theodolites use fluffily along the quickly pending instru
22855,Customer#000022855,33MEur4mfFxuwHzKJF4YENm,0,10-655-420-4039,2600.61,HOUSEHOLD,ess pinto beans cajole slyly theodolites. silent frets wake blithe
18033,Customer#000018033,"8,dj6wnVYwRkLFysMJT9LYP2hC 0zYKTd",0,10-630-195-9738,6120.43,HOUSEHOLD,e excuses are slowly carefully unusual ideas. bold foxes shall use quickly furiou
4052,Customer#000004052,xikD9 D8DVWVjO1nskP9 Ev a1XnOQIlhj6LymJJ,0,10-281-822-1558,3072.47,MACHINERY,"de of the slyly even sheaves. quickly silent asymptotes engage among the blithely express foxes. final, specia"
22928,Customer#000022928,O0wfz5mLvWPMQggLHFqRBtd3l3el4Z,0,10-854-792-2431,8171.46,AUTOMOBILE,"ions. fluffily final foxes nag. careful, final ideas boost slyly pending packages. platelets wake furiou"
17174,Customer#000017174,LGcM4sdMUjjmXECly0CSBCRY pMkiKYUQcQ,0,10-435-703-6989,-127.48,MACHINERY,ses. regularly ironic package
22299,Customer#000022299,"EXZmTkzBHrJe20u,8",0,10-778-492-1262,6484.17,HOUSEHOLD,sts. dolphins boost carefully according to
13058,Customer#000013058,Lx7tF4oKz4c5kJ5Mqsr5pZP3Ff,0,10-582-171-8163,6112.14,HOUSEHOLD,g asymptotes. pinto beans wake regularly along the frays. blithely idl
5079,Customer#000005079,"4d70mZWOzSu59stp2Vl9O,5XnUnOaB",0,10-796-807-4607,7081.28,MACHINERY,ven deposits haggle across the evenly regular theodolites!
24398,Customer#000024398,MgUqO4qxOrT20,0,10-512-178-2063,8152.41,HOUSEHOLD,ites. ruthlessly final accounts detect daringly requests. slyly express accounts are carefully enticingly silen
20066,Customer#000020066,4DXY0QITWbcb7GrvJ,0,10-629-276-3334,5426.74,HOUSEHOLD,s. blithely regular instructions according to the quic
19567,Customer#000019567,wG1XXeq6tS01fZ,0,10-936-859-5799,3192.34,BUILDING,"nstructions. busily express dependencies haggle furiously excuses. bold, express deposits across the b"
4211,Customer#000004211,"vTam8qvO3RtgX6xjL3VA3o,KMBu3",0,10-929-945-5341,8794.53,FURNITURE,"deposits eat quickly. slyly slow pinto beans at the final, regular pinto beans ha"
11046,Customer#000011046,"iVRtenC1,2y831Qc2QtBXDgizn",0,10-425-590-9778,567.11,BUILDING,"ons sleep carefully against the ironic, unusual instructions. furiously fi"
9330,Customer#000009330,lVTfLv0tFsq4ECgmz0iqJl,0,10-417-471-1762,7920.46,MACHINERY,"ckages eat idly after the theodolites. regular, ironic acc"
5674,Customer#000005674,jjVIJQWuEqobJV34dEP,0,10-626-830-6621,1912.76,MACHINERY,"wake at the packages. final, enticing packages sleep blithely-- carefully regular"
5690,Customer#000005690,"M2OQuRdqK1TsAd9K50Be,guxtn",0,10-665-925-4891,4997.89,BUILDING,latelets eat furiously regular requests. blithely daring accounts doze. quickly regular accounts about the blithely
11744,Customer#000011744,kbctSnsHDiYZ9,0,10-879-194-2563,1356.13,BUILDING,"eodolites ought to wake? final, final ideas cajole carefully ironic,"
13739,Customer#000013739,mP0Qzk0KERJITR9FoFCHyiJGzD,0,10-283-122-1010,9646.23,MACHINERY,"ages nag quickly special deposits. slyly quiet pinto beans affix across the regular, final pin"
10338,Customer#000010338,sLdvHKtDlUGgmQveaODNP3ZiTUXqCYzkFmW,0,10-413-805-3070,6704.64,HOUSEHOLD,eodolites dazzle blithely. pending
21693,Customer#000021693,"oPda7JiMNbD,BJ1Dxc2SHUfCxbgO0",0,10-870-549-2995,9674.68,FURNITURE,express instructions. final instructions are about the quickly regular accounts. regular accounts cajole
14450,Customer#000014450,VnqXzO6WMdL,0,10-300-794-1055,6443.37,MACHINERY,yly bold theodolites use thinly. carefully pen
2773,Customer#000002773,KRVNyrMTYEgXU7WL3Y0piyyy9XMk,0,10-250-971-8253,3517.13,BUILDING,e deposits are across the express accounts. slyly even pla
24655,Customer#000024655,pPvnXN9S Z BEf2XQ9Rrp,0,10-482-360-7468,428.15,AUTOMOBILE,s among the requests haggle blithely according to the requests. slyly regular asymptotes ar
3150,Customer#000003150,d3BQGhugr70bT27S,0,10-381-323-6745,1464.09,BUILDING,efully regular excuses. instructions maintain quickly. blithely express platelets aroun
21944,Customer#000021944,U2jND7nrCLJfh,0,10-266-182-4099,8345.26,HOUSEHOLD,ffily at the furiously bold pinto beans. unusual requests nag ironic dependencies. express t
8197,Customer#000008197,zWb6eYY0CVPfbKrjm N1YnpC6tuv,0,10-285-907-7032,1632.15,FURNITURE,eans sleep fluffily. regular pearls integrate thin pint
19081,Customer#000019081,"vpF96Vx6tjYFLt,5TvowcDZq1XBEPjDTHqCYt",0,10-741-183-2668,3642.01,MACHINERY,ironic deposits sublate furiously blithely special
17531,Customer#000017531,"zBn28xZ94BVm,",0,10-494-637-3051,7206.16,FURNITURE,regular platelets nag fluffily
10243,Customer#000010243,"ym7g,UQGVw",0,10-409-888-8140,-486.32,BUILDING,fter the pending packages. carefully fluffy requests cajole.
12935,Customer#000012935,4nwhnA459RlXPiaD0ddmlKrjA2YD,0,10-608-340-8957,1551.90,MACHINERY,the platelets are according to the stealthily special accounts. blithely ironic courts sleep furiously. final a
12193,Customer#000012193,4aqLVoi6AZJp3m0sXknv7qaYBULdT7BlwBW9A6R,0,10-444-297-5510,9266.92,AUTOMOBILE,ach carefully. carefully express instruc
9396,Customer#000009396,",uNPUKABQlR,WDK3pTzCpIRI,nX7Vy2YTWdx",0,10-212-742-1031,7591.45,BUILDING,ze blithely. furiously final accounts are furiously ironic deposits. ideas affix furiously about the slyly careful
3611,Customer#000003611,BZPZt4 uau2hfwhy1Z8Exl1,0,10-366-489-6753,6509.67,MACHINERY,"ar, final requests hang furiously bravely express pinto beans. furiously even gifts"
22415,Customer#000022415,"WC,1ZWNcGYUre",0,10-967-773-2728,9454.35,AUTOMOBILE,tions use carefully across the furiously ironic deposits. blithely regula
1744,Customer#000001744,"H0MRJE,F0Lc7Jq0Ttv3ELFrXjT8R5zxGhckfdU",0,10-864-312-2867,1436.96,FURNITURE,"egularly bold, ironic packages. even theodolites nag. unusual theodolites would sleep furiously express"
14024,Customer#000014024,eWMcztuQaMYKdxkGvDxufdihi1Yd4U,0,10-413-271-4024,4402.64,AUTOMOBILE,sometimes special foxes. furiously ironic
25485,Customer#000025485,KTCaJ4qzLCqr,0,10-911-888-3843,-574.48,MACHINERY,uests grow quickly. bold waters a
6212,Customer#000006212,taabxs6ZpUfia3jW4U1zyBVO,0,10-251-873-7969,1570.87,AUTOMOBILE,"n foxes. ironic, final foxes boost blithely bold instructions. furiously dogged deposi"
18057,Customer#000018057,AqitK9Y3fXI3Ln0ljwd78HOtPs,0,10-710-108-1447,1043.52,BUILDING,yly ironic accounts. carefully regular foxes boost. care
19285,Customer#000019285,C2qzR6Uwbc3EIFzqlOSA,0,10-192-157-7669,6535.44,FURNITURE,wake according to the furiously special theodolites. slyly bold ideas affix furiously blithely reg
13129,Customer#000013129,l9rsXdvHscbAPB,0,10-256-690-2671,3728.31,MACHINERY,en gifts nod packages. express deposits integrate fluffily carefully ironic platelets. accounts lose blithely
2143,Customer#000002143,0uUjEawNoDnJnR5rvbg9QS USHJ02MP2yd7TIc,0,10-861-895-7214,5373.42,BUILDING,ver the unusual accounts. sile
24720,Customer#000024720,"hkiyjRt4TgWGQsPhWwm1QHEw,",0,10-813-790-9377,1976.83,AUTOMOBILE,s affix. blithely even ideas haggle car
13223,Customer#000013223,mlHcmFJnev3hqURaoNwupA dP4Lm2,0,10-915-578-1497,3956.39,AUTOMOBILE,"t the bold, special dependencies. slyly bold theodolites unwind carefully according to"
10568,Customer#000010568,p2xcXsGVSVgTyiNliv5 fc,0,10-622-971-8578,1629.72,MACHINERY,"lyly final packages. blithely even accounts along the even, b"
8886,Customer#000008886,"u4HEiY16P1jSBrn380WinK,t4A3F",0,10-831-797-3182,3661.22,BUILDING,"tes. regular, regular accounts hinder against the furiously regular packages. furiously ironi"
21532,Customer#000021532,W0N0NYAdeGz,0,10-766-850-5293,3827.19,BUILDING,furiously express accounts about the fluffily express accounts wake after the blithely even theod
20420,Customer#000020420,ijYSFELh3daOTHnrP0TcAQ,0,10-398-812-1784,990.28,AUTOMOBILE,of the theodolites. furiously unusual foxes cajole fluffily above the furiously pending re
16473,Customer#000016473,y10wTmThBr,0,10-271-782-1060,5454.82,HOUSEHOLD,"usly even pinto beans. regular requests are slyly. deposits are pending, ironic grouches. slyly"
18179,Customer#000018179,Jo4XgvSQzeu8XmBo6,0,10-536-241-5126,1299.30,BUILDING,s haggle slyly according to the quickly unusual pinto beans. final
8043,Customer#000008043,os3AGKTfGfwrVoBZWaooc27wOG3f,0,10-106-998-6865,-196.31,MACHINERY,"ringly final packages along the regular, regular ideas sleep carefully slyly s"
16270,Customer#000016270,",lIhL9OCqVKM 9A",0,10-253-653-3092,6957.57,FURNITURE,rding to the blithely pending foxes. regular accounts across the carefully even fox
1654,Customer#000001654,sC2Y9TSZUXNc3Judqgaf,0,10-299-167-7023,1522.54,AUTOMOBILE,"thely unusual requests boost slyly special, final requests. quickly exp"
13413,Customer#000013413,5FwSqTV8xCBi,0,10-666-155-2826,5474.05,HOUSEHOLD,"de of the silent pinto beans are regular, regular d"
651,Customer#000000651,6OUWmron7dMJad99iWXwOUnPvLV7,0,10-610-541-4787,4716.31,HOUSEHOLD,fluffily quick dependencies cajole slyly along the blithely final dependencies. carefully pen
18244,Customer#000018244,l3qgBH7tEu6Ha,0,10-638-737-4869,1395.25,FURNITURE,y bold courts across the asymp
19456,Customer#000019456,"kOx,wi6C5b7Mu",0,10-534-296-8875,5488.79,HOUSEHOLD,s ironically against the quickly bold requests. deposits sleep slyly according to the
11646,Customer#000011646,uPJZofyjU1Kh1UKjElZ,0,10-275-595-3019,2706.02,BUILDING,"bold, unusual requests wake blithely since"
879,Customer#000000879,uohjtOzIUK,0,10-878-466-6505,2235.20,HOUSEHOLD,ntegrate by the carefully special requests. dolphins sleep e
23139,Customer#000023139,"Ffdb1qq63BjEY8TtHCPU0Ca E,27uo0qtcbn6",0,10-231-754-7372,6024.99,MACHINERY,al requests cajole slyly fluffily ironic ideas. regular ide
18886,Customer#000018886,"tosfH9,oBb,DGGeejmhM1weS2cES0QuPukSv",0,10-669-142-4081,9520.22,HOUSEHOLD,theodolites. slyly regular packages boost bravely. carefully unusual packages boost blithely. special f
8911,Customer#000008911,"aKlbzFHfURWRn9OiyloydDs, xR0Sh",0,10-929-826-7896,2481.73,AUTOMOBILE,s are slyly enticingly even account
17734,Customer#000017734,2X3nFy17beduvx7LLLfHK h,0,10-872-820-1911,3694.50,MACHINERY,y against the fluffily bold requests. slyly iron
6732,Customer#000006732,fOC sasXflpJ49eY0MSLRLJD4,0,10-779-843-5056,4018.93,FURNITURE,ions haggle quickly against the slyly regular accounts-- bli
8258,Customer#000008258,v5DyO2OQcaRzF3NktFtwcGPTdxQSg5kM2ShfpwT,0,10-727-382-9559,7525.82,BUILDING,heodolites are daringly theodolites? accounts
9517,Customer#000009517,"nftUVgjFI6fpz,0AIOCMLJ3YcymDuRUzNRA",0,10-627-314-5003,6622.41,FURNITURE,ckly ironic accounts. carefully final accounts sleep. carefully pending ins
20679,Customer#000020679,pDdhLZsEiTGaP3ERKrTDbrJZWutxhllmZE,0,10-233-810-6310,7626.25,AUTOMOBILE,pecial accounts haggle blithely. special dolphins against the furiously final accoun
19427,Customer#000019427,cPBv9wbhabOgvAQrDMP7VjFlP89fq Zny,0,10-263-352-8616,5954.69,MACHINERY,accounts haggle blithely along the pinto beans.
15646,Customer#000015646,sYMmyg7XpcVgiUK0bjGHn5I,0,10-439-379-8983,4260.96,AUTOMOBILE,ly even accounts sleep packages: furiously silent requests sleep quickly special pinto beans-- qu
24403,Customer#000024403,EDmctis7cnXzgRJoZcSFhAfL6Wt1cCLVll6Ys,0,10-755-237-7605,8760.55,AUTOMOBILE,ns! carefully final packages grow slyly even packages. thinly pending pinto beans after the fi
17888,Customer#000017888,x1tcfHpQpfPaEm9AIklpe0cNJeUcJY,0,10-312-946-8960,3086.55,FURNITURE,regular ideas haggle furiously behind the blithely even instruct
17214,Customer#000017214,RjCATIVbRtnUzO0o5Fn EABH08L 9,0,10-545-588-2530,5323.95,BUILDING,final requests boost fluffily. regular requests must have to
1011,Customer#000001011,"Pqjk9wt SN zZ7vw,G",0,10-736-809-3168,1188.94,BUILDING,uriously express asymptotes. u
19876,Customer#000019876,wTq9OQYDNJ06,0,10-987-898-7849,3993.19,BUILDING,even requests boost fluffily careful
4222,Customer#000004222,"S86b6AEXTbE89,nVPVS6RNnU6MdCn4e1",0,10-382-858-7986,8593.68,MACHINERY,ly final dependencies. slyly daring packages run quickly along the quickly exp
23391,Customer#000023391,qRBhpqmoMuoZwMUz0qaVnr5P2vSh,0,10-307-649-3013,5421.41,BUILDING,ual ideas wake at the slyly regular t
16283,Customer#000016283,1xarzHfxBN2ds xv6vFD17vdI4MF LOMUqIFu1WO,0,10-892-166-2369,4892.14,MACHINERY,fluffily. excuses nag fluffily! quietly regular pack
9648,Customer#000009648,CT3Oum241ON43bsGppkpzoxqWD2OPM0RO7w,0,10-635-342-1047,1675.94,FURNITURE,ggle daringly even requests. slowly regular ideas against the furiously regular packages detect carefully unusual f
14264,Customer#000014264,"s1dj8vFL0GR7 GkKp4rX0W,wDQcuNMRhToYg",0,10-737-525-2069,6466.37,BUILDING,"press, silent foxes wake quickly s"
5607,Customer#000005607,ESdTO8ne2LQ,0,10-377-852-4466,1778.70,FURNITURE,s was fluffily. fluffily even packages
22380,Customer#000022380,"ZDf 2LOd7X,ReWadF5W8XacblqS8EIUzbneB Vs",0,10-830-278-7200,6743.91,HOUSEHOLD,solve along the ironic grouches. ironic excuses about the special f
16222,Customer#000016222,PDl26uQc0gPRGF Dp6z5as,0,10-882-929-4470,-554.94,BUILDING,ronic deposits. deposits haggle theodolites.
1803,Customer#000001803,m7CleeUQidxz37fx7wR5,0,10-993-780-6774,3318.35,FURNITURE,its eat quickly around the slyly
768,Customer#000000768,"k,nDUQcMOpEwsYEN1,97zUD6f1NuuoyjvAHBq,,",0,10-851-493-8588,9618.84,BUILDING,to cajole blithely express asymptotes. foxes use quickly. carefully special ideas could have to are bravely bl
6071,Customer#000006071,JtVmQV1gjkp9xmbfo,0,10-976-555-2947,8764.04,AUTOMOBILE,after the dependencies eat carefully against the blithely regular pinto beans.
3998,Customer#000003998,"dsJ0Tf6Jz6jnAue,o7B1o8Lu01hzMbbK5 1kJ",0,10-447-600-3249,3991.12,MACHINERY,ironic instructions against the carefully pending requests boost furiously a
