C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
15769,Customer#000015769,pmSkoRInjf0s6UCziy94zFNb Zg0BksI,0,10-637-391-9165,890.80,AUTOMOBILE,"ges are furiously ironic, final accounts. blithely regular deposits are pending package"
17691,Customer#000017691,l0FyjBKV4Nj4BuE5D,0,10-324-962-3748,2560.20,BUILDING,hely silent dependencies cajole furiously pending deposits. blithely regular ideas snooze
19898,Customer#000019898,RhmwzaZ V3yQV2cQ5XDif4t,0,10-812-365-9895,2356.74,BUILDING,ependencies across the bold theodolites wake blithely after the packages. special foxes
9089,Customer#000009089,H6XZVy20qBVRl0RR 5Hj06dHuGA,0,10-151-551-6005,1375.80,MACHINERY,furiously thin asymptotes across the slyly thin packages cajole quickly after the ev
13812,Customer#000013812,1y5GOlrCUSTjSw,0,10-571-845-2630,5982.87,AUTOMOBILE,taphs wake doggedly. regular deposits are ruthlessly after t
19353,Customer#000019353,bTb01ac8Knw3KfpHQXdO,0,10-377-210-9238,2553.09,BUILDING,after the regular sheaves. furiously ironic platelets cajole slyly. accounts haggle furiously around
19903,Customer#000019903,NmJNLi5wGo0B7R7Oma4l0jCWSahHc8kz9YXEfmnu,0,10-574-329-7984,2891.98,MACHINERY,"nal accounts among the regular, regular excuses"
16115,Customer#000016115,"zak0U,utK1GNMCm1yJ4De0 nMxZPKy6gc1ZBj",0,10-945-483-7635,6215.12,MACHINERY,s. ideas haggle slyly. quickly ironic requests across the slyly special requests maintain slyly even attainme
8851,Customer#000008851,ogGC4PkngfpXmtiwD9PrhxEdsYIti4oLaV,0,10-325-866-2111,3212.55,AUTOMOBILE,c escapades haggle blithely regular deposits. evenly pending fo
3089,Customer#000003089,3DDybd0GqPbZ1j885FFYO,0,10-865-833-6766,1411.91,MACHINERY,ong the silent accounts haggle about the furiously special deposits. closely express theodolites after
6304,Customer#000006304,VVLYMgQVUifw,0,10-243-641-3155,8426.13,FURNITURE,ccording to the furiously express instructions. asymptotes affix slyly carefully even do
17906,Customer#000017906,4eRrsvOAWkfRK4I1O8MUyWaYme6k1qkQE4,0,10-982-213-8635,6858.84,HOUSEHOLD,ronic theodolites! furiously even pinto beans impress. pendin
19288,Customer#000019288,xFRy8mel1UOxCHcyGo0prqch,0,10-379-906-3218,5887.12,HOUSEHOLD,"nag slyly. even requests haggle carefully ironic, pending accounts. fluffily bold acco"
413,Customer#000000413,URxBHD5o5z2ZKTazcdY4eyqk2zpg4m V,0,10-158-285-7336,5817.90,FURNITURE,ular packages integrate furiously fluffily final accounts. carefully regular
14030,Customer#000014030,wHEQ35czoZsJR0xcTpz,0,10-916-139-5667,6572.99,AUTOMOBILE,"requests affix slyly regular, ironic deposits. dogged de"
17357,Customer#000017357,"RVPjFqe8JX87,MQCIAPpteGr11usP",0,10-828-333-6000,1999.94,FURNITURE,ly regular deposits use blithely across the brave requests. regular pa
9403,Customer#000009403,LraQsOeV6d,0,10-616-341-4624,5742.19,HOUSEHOLD,ans along the blithely even Tiresias haggle after
5641,Customer#000005641,QNO6R0DDbRS3wpEaNkNC8GX,0,10-285-964-3534,1848.28,FURNITURE,he even pinto beans. furiously express re
21185,Customer#000021185,M309Bx0qJ5gvUKtvsXxdnEq8dnGvdtmqLU24akod,0,10-424-840-7444,9096.67,BUILDING,"onic platelets. bold asymptotes nag among the final, pending accounts."
4958,Customer#000004958,"BK411YyH41MXaeTVnrthTwx,6TpXUjnzGAl",0,10-393-709-2760,3225.92,HOUSEHOLD,des. quickly pending ideas nag fluffily according to the dependencies. furiously silent foxes mol
11391,Customer#000011391,Pu5IqTprVQ9EAN2CUiWNEikwMgKFLtxctCnYn,0,10-201-793-3663,9869.85,HOUSEHOLD,ly regular packages wake thinly regular dependencie
15336,Customer#000015336,"etC1DnmEw0tHFaYSI,hXUZzOposnJOt9selD3O1",0,10-951-876-1039,-574.07,BUILDING,lent pinto beans across the even d
8009,Customer#000008009,46aolHEV2WFnpTVO8heLq,0,10-475-234-4494,8983.52,FURNITURE,o the furiously regular deposits. quickly ironic packages nag slyly among t
13969,Customer#000013969,3vsuyhgsaEdJL1Qr1Qxx,0,10-283-180-5600,-333.48,MACHINERY,ronic packages against the excuses wake fluffily unusual foxes. quickly ex
24912,Customer#000024912,YCeOxe6t5ksHas yPqX,0,10-630-144-4282,2895.78,BUILDING,"regular requests cajole across the ironic, final foxes. furiously pen"
5573,Customer#000005573,pgShc8GK5CNeAFlki9nxm3C75karwhwCIXpsRuKm,0,10-599-800-6752,1150.02,AUTOMOBILE,ironic deposits. carefully ironic pinto beans dazzle slyly never fi
771,Customer#000000771,"6bs,c1Hz,C4",0,10-761-371-4753,7461.74,AUTOMOBILE,"arefully unusual accounts shall boost unusual pinto beans. ironic, final ideas boost. slyly i"
20491,Customer#000020491,p3CS1unCLNPD1,0,10-530-974-3991,5784.81,AUTOMOBILE,ng the silent packages use closely along the even asymptotes-- quickly regular warthogs maint
926,Customer#000000926,c2K1U1fCBR2Ul9mnBNjKuXPcRcmOzyCE41D f,0,10-783-803-1329,274.50,AUTOMOBILE,ly quickly unusual foxes. fluffily regular ideas among the regular plat
11012,Customer#000011012,"UB9Ecop2qaG,jGW",0,10-970-916-6431,3822.18,MACHINERY,against the blithely unusual pinto beans. slyly sile
25782,Customer#000025782,4XvpA 4jibOtheNxsAc2kvxYRFFAAmlzx,0,10-729-653-5765,7775.12,BUILDING,carefully unusual excuses haggle after the pen
8686,Customer#000008686,W05zu2ZMUd9llM0MHwo,0,10-934-611-5900,4241.70,FURNITURE,"nts are blithely slyly bold deposits. bold, pending de"
22609,Customer#000022609,fQnlL0msAX0jlRc4XJig,0,10-516-130-8200,482.10,BUILDING,ch above the doggedly bold instructions. pending dependencies would use blithely even accounts. quickly bold som
12759,Customer#000012759,vRb0xj7gDSqYGvGNcahesTwdXjU4R,0,10-274-948-1456,-307.17,AUTOMOBILE,onic foxes integrate furiously among the fluffily regular idea
18140,Customer#000018140,"akTK,AdQIRws0MYWiXGgUybC3RFQ8BSl56rwfH q",0,10-705-802-9511,2890.80,AUTOMOBILE,. carefully pending accounts boost. carefully regular dep
16355,Customer#000016355,"nnXSjcWmd8Spf,GaedBHjX,pAJCLB",0,10-278-205-7864,6495.88,BUILDING,slyly pending requests. furiously special packages nag f
3664,Customer#000003664,6jLIdKtDBUampc h2dk6GggGO6yaWS,0,10-751-985-6650,2916.91,MACHINERY,ding foxes sleep ironic deposits. furiously special theodolites sublate slyl
2597,Customer#000002597,NEY4GzuBq L,0,10-306-340-9145,5894.89,AUTOMOBILE,"gle orbits. blithely regular platelets boost quickly furiously final pearls. bold, regular mult"
12769,Customer#000012769,CCV7OnoSNzS2rI2uT7pBLpY fVDOTNt,0,10-181-529-2838,7823.99,MACHINERY,"sly in place of the carefully ironic ideas. carefully unusual dependencies are blithely blithe, express deposits"
21815,Customer#000021815,uhRobmMzkFXrNYX3w,0,10-655-466-6168,6003.25,AUTOMOBILE,ncies wake furiously pending requests. evenly exp
12411,Customer#000012411,r7NDZnYT08aLSIxZj6clYB dsLjL8LJ,0,10-388-466-3241,3547.82,HOUSEHOLD,"le above the final, dogged requests. pending instructions sleep carefully bold pint"
6492,Customer#000006492,EGvPrMhXGRt4rydaPHNaEYLm8y 7k,0,10-440-853-6387,-723.71,FURNITURE,ruthlessly regular packages. pending platelets near the slyly ironic packages haggle quickly against the blith
24018,Customer#000024018,UFQkgDUeqgLlYZoVsnuYSVAw,0,10-455-764-7147,7529.36,FURNITURE,olites are furiously by the even deposits. quickly
19843,Customer#000019843,rWx1LHeWPxC3bJhQnvpPd4DYhbg  ejjhH  Fx,0,10-771-624-3916,251.28,FURNITURE,"express, even accounts haggle. accounts above the blithely regular accounts boost quickly slyly bold reques"
575,Customer#000000575,"8by6AIFmTmMS 8EFNIabV3e,FX",0,10-980-134-7627,3652.29,BUILDING,"final requests cajole after the ironic, bold instructio"
2351,Customer#000002351,L4bGe4PaEGopGm8uWiu,0,10-760-656-3397,2157.36,MACHINERY,ans. slyly final deposits haggle. carefully special instruction
2701,Customer#000002701,eT6lmLbi11KA,0,10-467-283-4340,9968.15,MACHINERY,efully quickly express accounts. accounts doubt fluffily. fluffily final accounts sleep after the even requests.
20300,Customer#000020300,IuE7D87WtL1Bbe2ThF6q5TT8bCXcgbgR,0,10-828-628-8274,6393.90,BUILDING,y fluffily express patterns. blithely pending attainments haggle quickly along the fluffil
11180,Customer#000011180,tsGdPwGXbPZ41HIWcYe2Xn8FAek3Yqy,0,10-830-164-4096,2998.23,BUILDING,"y. furiously even platelets breach slyly. slyly pending asymptotes haggle: express ideas haggle slyly. final,"
9812,Customer#000009812,AFWzks1E9DQGQOWIy8nF2Gg4xMqjRAV0nAn,0,10-994-472-5303,5822.25,MACHINERY,ajole furiously foxes. furiously special pinto beans poach furiously quickly bold theodolites. d
15813,Customer#000015813,4cQChjfM0O,0,10-650-126-1874,-846.30,FURNITURE,the carefully express Tiresias sleep slyly ironic platel
4911,Customer#000004911,",qJlsX9Ihdd09E wqhWKeA3qRSGyyPItE2rC8",0,10-357-820-7468,9020.78,AUTOMOBILE,asymptotes maintain blithely against the furiously ironic braids. carefully bra
19934,Customer#000019934,"wXStPRvLehYYTxVYilSpX2zUh,WmyvOqxQS2O1r",0,10-541-244-7630,1098.20,AUTOMOBILE,olites. final deposits detect slyly dependencies. blithely even dolphins wake. f
11437,Customer#000011437,VWPzVcMvymgMH4YLqU8tKGuubUnIbM2oqTU,0,10-669-875-5521,2376.82,FURNITURE,blithely dinos. special packag
15091,Customer#000015091,2yF5Kelc Ti0oyDR6Mdr,0,10-615-408-4345,1674.99,MACHINERY,lly final dolphins thrash slyly final Tiresias. qui
23229,Customer#000023229,"ds1ChtShGu0pRwSBYuGjfG,f0nILq",0,10-175-568-3030,8080.81,HOUSEHOLD,g to the carefully pending foxes. fluffily final deposits believe furiously regul
2827,Customer#000002827,"Y,MHpBtgZZ4 blfjKCf3DBM",0,10-723-533-3209,7460.01,BUILDING,sts. furiously even deposits sleep slyly. bl
11028,Customer#000011028,"JA1wDxvl1NsR6OXdE,bhA",0,10-593-400-3514,9373.67,BUILDING,dogged deposits-- carefully pending requests haggle. ironic foxes wake quickly about the quickly regula
15485,Customer#000015485,S6lsT16XFnTtebdSP,0,10-668-267-8335,645.00,BUILDING,ake. furiously even epitaphs believe quickly beside the slyly even instructions. carefully express asymp
490,Customer#000000490,NU4aa1bwdsUBEWt,0,10-268-147-7824,-213.85,FURNITURE,"ash carefully never bold instructions. regular, bold asymptotes cajole regularly. quickly bold foxes wak"
5898,Customer#000005898,cx9B9qzBd1KXn7r,0,10-740-688-9226,7379.87,MACHINERY,pending ideas. furiously ironic packages wake. quickly even packages in
2736,Customer#000002736,k LPmJGeZTkG,0,10-241-938-8115,492.72,BUILDING,ly carefully unusual deposits. regular accounts nag blithely slyly regular accounts. ironic waters sleep
9116,Customer#000009116,WgUcgBg7iFjWjLVQKT0AEclRbHPBTDpvl,0,10-565-530-4844,2872.33,MACHINERY,ideas cajole furiously. ideas about the slyly special dependencies wake at the instructions. blithely even sauter
17230,Customer#000017230,SaY4bY4Ir2 IGqU9T7de2q,0,10-823-619-1957,1400.39,HOUSEHOLD,thely regular theodolites. ironic deposits play carefully after the notornis? regular pinto beans
24660,Customer#000024660,"TdjecV2vo,N8N0SKHtJJV3cUGO7jeSNcy",0,10-942-553-6276,6646.80,AUTOMOBILE,deposits. furiously bold packages haggle quickly except the quickly regular packages. blithely even dinos accor
3137,Customer#000003137,"FJvoCOxiPh2RAIV5UdIqf05roYh,Z",0,10-114-988-9272,3555.91,BUILDING,attainments. regular deposits wake carefully final foxes; fluffily eve
4262,Customer#000004262,8ZYjeEY1StEgv uqV9d0ZZ6BZC50P9jiY2,0,10-325-386-1248,-639.22,AUTOMOBILE,. carefully ironic foxes shall have
20367,Customer#000020367,348lZqHuTtSpu4rtGlcPaM3hk5suPbIRrA15wR,0,10-457-963-9678,3305.65,HOUSEHOLD,s. regular foxes sleep thinly acros
16791,Customer#000016791,ZRdexEktpsYhmzxqD1L9zko,0,10-940-623-2448,6797.65,MACHINERY,ly regular deposits are furiously foxes. quietly
8019,Customer#000008019,ryAAIHVM Ew7DL,0,10-397-138-6221,-413.10,MACHINERY,s? furiously regular ideas cajole. platelets cajole furiously regular de
8650,Customer#000008650,SwnYEjuQENdPBp8Sfl,0,10-735-447-9063,9802.87,AUTOMOBILE,"al, ironic dependencies wake fluffily according to the blithely unusual foxes. furiously regula"
22432,Customer#000022432,mgIh y8u3BwzhupamZjtXkGpDR 41,0,10-371-965-2770,9755.36,BUILDING,"ravely silent requests. pending requests haggle unusual,"
14653,Customer#000014653,ll7NaDgLzJjhrmK8KojF4JX49MGyAN3NgSw,0,10-460-949-3559,3835.44,FURNITURE,uriously carefully pending theodolites. slyly final accounts nag. bold requests do
8306,Customer#000008306,"N1lneEb5jg8qNQ2qID8W UEVoMcahjNTqd,SgQf",0,10-496-807-9328,9852.92,HOUSEHOLD,even requests. daringly silent multipliers wake slyly. slyly final ideas sleep carefully
6546,Customer#000006546,S2Picsfpxwv1 GxHQ01Spzi3GYb9YH7pxSHJi,0,10-365-893-3285,1530.52,AUTOMOBILE,e carefully against the pending requ
8620,Customer#000008620,b4uzuNsmHPiSvWFsEGHJAkeVn0GV6WG,0,10-744-864-5606,940.08,HOUSEHOLD,. even dependencies across the express deposits nag along the blithely ironic pinto beans. waters
10830,Customer#000010830,npw UQpzSxvKiN3nVMnc64jPTWPnVIRc,0,10-675-542-4923,2130.33,FURNITURE,"carefully. final, regular packag"
3503,Customer#000003503,wKbCsVOAXQrHvIV,0,10-115-771-6865,793.84,AUTOMOBILE,"e regular foxes. express, pending packages along the quick"
1984,Customer#000001984,272OIAQ1KP9Iqb,0,10-768-636-1831,8661.08,HOUSEHOLD,y unusual requests. furiously ironic deposits haggle quickly a
12743,Customer#000012743,2udaIAT8nkJvZ,0,10-162-995-3832,7946.69,HOUSEHOLD,ironic pinto beans. furiously express ideas should wake carefully ironic courts. bold accounts are. theo
9672,Customer#000009672,EWDK7Ao4BKBSf9RE,0,10-814-278-6765,4604.58,HOUSEHOLD,"ular, bold ideas do integrate blithely according to the carefully unusual foxes. packages"
7300,Customer#000007300,ZKb5XsSvgQ24n,0,10-884-234-2883,334.00,FURNITURE,"ns. express, express accounts engage regul"
7235,Customer#000007235,SrYp8ajrkpLn2d3eZBE,0,10-844-852-2131,6707.40,FURNITURE,ld deposits sleep after the even pinto beans. quickly silent instructions wake quickly
9763,Customer#000009763,7CquX3okunpAOTqO,0,10-209-218-2252,3328.49,FURNITURE,"boost quickly permanent, bold grouches. fluffily even accounts are furiously furiously bold packages. exp"
23232,Customer#000023232,1T3Y5ekC4BmOIL5W,0,10-658-772-9202,513.16,HOUSEHOLD,"final instructions boost blithely against the even, express packages-- stealthy orbits maintain ironically qui"
15321,Customer#000015321,ZD6fXMBJoyPd3Sbr sIAeQtE1CK0pLLa,0,10-201-876-2010,5411.00,MACHINERY,"gainst the blithely quick excuses. carefully special theodolites above the unusual, unusual"
14455,Customer#000014455,"EakTaI NSasT221AXJ20ml Rdeqt,PYWf45hn7Qu",0,10-188-447-4353,2232.82,AUTOMOBILE,ctions are carefully. bold foxes according
22885,Customer#000022885,"1WHq,r2ZaYnSGEbkajZKkETphBzCF 5oOUOfLS",0,10-981-181-1696,3249.99,FURNITURE,"unusual instructions must have to are bold, final depo"
22366,Customer#000022366,edZBYEi1q5uh29PY4UOL1g3ibtaxjMyC,0,10-774-550-7739,4329.57,BUILDING,ound the blithely regular ins
7361,Customer#000007361,L009atb1y1xH zcA  UhG,0,10-599-383-9727,6926.40,BUILDING,ely along the pending packages. excuses cajole against the carefully special requests. carefully s
19024,Customer#000019024,"XenSsczgRebX4PaB,j",0,10-572-251-7107,7719.46,FURNITURE,"s after the brave, ironic accounts nag slyly along the pending pi"
11336,Customer#000011336,jF4NHSTXAh1hPo54ys5TVPN7uzywPgfMcddXMjk,0,10-243-298-9320,9412.41,AUTOMOBILE,"silently regular platelets. express, unusual hockey players across the furiously specia"
11021,Customer#000011021,"lsFDa1uMxXce,59G0At31whycJUF",0,10-630-550-5065,4828.05,AUTOMOBILE,olites-- thinly ironic asymptotes print slyly. slyly permanent accounts
5006,Customer#000005006,fqLQow5RWcKIsTS01JX8MN4o1,0,10-601-526-9853,1740.05,AUTOMOBILE,carefully unusual accounts nag quickly doggedly ironic ideas. blithely final requests use blithely alon
12480,Customer#000012480,sJGD0MQGNWWaNmWs2ihstVVnZmicL,0,10-994-865-1298,9949.19,MACHINERY,ers about the slyly express deposits wake quickly final sauternes. carefully carefu
13621,Customer#000013621,RZPk5yuxAwiNnVtKb,0,10-751-130-2830,362.67,AUTOMOBILE,r ideas alongside of the slyly regular packages nag slyly according to the closely special instructions.
3238,Customer#000003238,L4I1xqmSz60grsPj,0,10-789-421-8741,1246.72,HOUSEHOLD,unusual deposits alongside of the reg
19423,Customer#000019423,Rb1NVd7dlAe,0,10-869-623-8611,2261.55,MACHINERY,"ress requests. warhorses boost carefully along the doggedly even foxes. even, i"
21799,Customer#000021799,zSAsvz5tsdC2qqGyAyHzF9IJ53Y0jHqRuvQjgxuu,0,10-663-756-1538,6448.78,AUTOMOBILE,"the blithely bold excuses use fluffily across the regular requests. express, pending sentiments wake slyly iron"
22306,Customer#000022306,dA4I2bW3ea,0,10-609-402-4392,6119.01,HOUSEHOLD,dly pending pinto beans. blithely unusual accounts affix furiously careful
10477,Customer#000010477,HSO4HXq hzE7tOqogZzZo8,0,10-404-197-5255,-555.36,AUTOMOBILE,pinto beans nag dependencies-- fluffily even pack
14036,Customer#000014036,DN5Fin9LmGn9CYzwY9O8gIOXMXCKJ,0,10-512-337-3101,2612.84,FURNITURE,theodolites wake furiously. slyly regular courts x-ray. slyly special platelets haggle blithely. silently reg
18412,Customer#000018412,pxa4gU95CQr2DVEajjDyzC8 59t5jkQcBYvA,0,10-706-626-3911,1526.44,AUTOMOBILE,ic requests sleep after the fluffily regular accounts!
16976,Customer#000016976,bVA7YwldPkCF5qq,0,10-880-318-2249,3493.67,BUILDING,dly unusual accounts are blithely. furiously final pinto beans haggle sl
7051,Customer#000007051,"9NImbbF6hVYyHGxG,b,peCXB",0,10-631-580-7224,-909.83,AUTOMOBILE,ularly final instructions serve slyly silent deposits. ironic theodolites cajole slyly. ironic pla
19908,Customer#000019908,OJ AyKmXgUQ2Rp,0,10-267-939-8164,1460.68,AUTOMOBILE,slyly regular theodolites. packages detect against the furiously regular deposits. theodolites wake. ironic depos
22851,Customer#000022851,"kMq0VBG9R3LclD1jh5n6lu,Dn0aPPd4vH",0,10-709-134-4805,8600.13,MACHINERY,e slyly packages. furiously regular notornis wake carefully iro
6479,Customer#000006479,"5iuNSVarJCggaxg2QIbP,71LLP",0,10-143-392-9914,4160.96,FURNITURE,quickly express accounts. slyly furio
4400,Customer#000004400,LS9f8SGdE3,0,10-905-968-4764,5218.58,AUTOMOBILE,"es detect blithely special ideas. pending, pending deposits dazzle blithely furiously ironic realms. dep"
22797,Customer#000022797,lSJtvLA0ZTyeSc p66WIRBQZU,0,10-524-903-5362,6288.04,BUILDING,"c, regular deposits. blithely even pinto beans nag carefully. sometimes ironic deposi"
17386,Customer#000017386,"KG,zv61QDAAoMV4mzGZA",0,10-236-662-9327,9588.36,HOUSEHOLD,"cajole. carefully even platelets nag furiously blithely even courts. stealthy, final asymptotes slee"
10632,Customer#000010632,"4 A7Q80xprvB E9pCPa4vri,QnlK0,H5gernq4",0,10-201-779-1599,6626.73,AUTOMOBILE,ronic ideas breach carefully according to the bold ideas. sometimes regular packages subl
20811,Customer#000020811,"BWE3dEfvTVwd4l8,oM4kiJm6M6nhUWfw7ZXXXx s",0,10-663-588-1578,6779.14,MACHINERY,"e along the even, express instructions"
308,Customer#000000308,7wkfPRNUgzF4kUG35g6oZ4sDhFmrAiripNyyP,0,10-992-128-2013,4150.76,HOUSEHOLD,ilent accounts haggle carefully unusual dolphins. carefully regular requests wake along the
14886,Customer#000014886,5FYn5NeO0o8nGdV1F5R,0,10-722-859-4877,2802.65,AUTOMOBILE,press foxes; even sheaves snooze furiously about the s
14655,Customer#000014655,"B Ls4,XnnsiWejZv",0,10-630-810-2522,7482.80,AUTOMOBILE,"posits integrate blithely above the carefully bold pinto beans. ironic, regular ideas a"
1394,Customer#000001394,uF idg4bq8Ij7ghxJ5KuTnU8w,0,10-580-581-6470,2233.10,MACHINERY,"regular accounts cajole never above the even, final instructions. furiously regular foxes wake unusual requests. ca"
16131,Customer#000016131,0lpC5WSlHH3Xd LSkh,0,10-880-380-7555,5032.63,FURNITURE,"ts. idle, even platelets snooze blithely above the final foxes. furiously reg"
12405,Customer#000012405,PWAKIfKYiINAZifg6,0,10-284-388-8825,5071.50,BUILDING,ites nag busily according to the bold foxes. slyly bold deposits sleep. quickly unusual accounts sleep fluffily
1581,Customer#000001581,551AwBzrZoO,0,10-603-456-1171,4669.01,AUTOMOBILE,lithely final deposits. quickly express platelets unwind
14345,Customer#000014345,"zB,kO2kxae,NhNHGjxv7idOzBv",0,10-239-834-9957,782.66,BUILDING,ar accounts sleep above the final deposits. carefully ironic multipliers x
10666,Customer#000010666,WTD9zufUgT7XaDsI9JgUjSO,0,10-481-394-4041,8894.10,HOUSEHOLD,"special foxes. quickly express dolphins wake carefully. special, ironi"
8137,Customer#000008137,oU0CixLps3AFfLnG4OxZcQfGtVrna8vBtgq,0,10-196-708-8018,-260.19,AUTOMOBILE,-- regular accounts sleep. carefully final requests according to the instructions must cajole against the instruc
3709,Customer#000003709,HbD8hnHhLLLHnRlunA9UfUQO3Fm7ez PdIf O,0,10-528-914-1470,9212.29,BUILDING,"y final ideas. slyly ironic dolphins cajole across the regular, sly deposits. instructions lose slyly. unusual de"
18678,Customer#000018678,aIqoKyKadnX8b05UwpIBBFc7ldU7feun0y0,0,10-754-524-9334,6446.56,HOUSEHOLD,lly regular pinto beans. requests against the furiously unusual requests are caref
18239,Customer#000018239,czTot0qtFMBomg5,0,10-698-940-9262,3548.73,BUILDING,rint quickly among the accounts. slyly ruthless packages are bl
23153,Customer#000023153,"RZx21KlXE,XDK v3yBqFgiPX",0,10-519-763-3161,298.44,FURNITURE,"ly bold instructions dazzle slyly. express, even asymptotes mold slyly sly"
20941,Customer#000020941,kTyGBXkKkQG2zopGnfqYUnh,0,10-937-252-8269,9227.13,HOUSEHOLD,instructions haggle blithely. carefully even accounts
18305,Customer#000018305,megfVi  IWbFOtXtC7ESyv9ffH,0,10-391-441-4344,-480.69,HOUSEHOLD,"quickly express deposits across the unusual, silent theod"
1384,Customer#000001384,FQqg0QAZSnGGXlIX2LNu9jgCxRufEbwbGwW0PmG1,0,10-788-299-9227,1534.38,HOUSEHOLD,"tes. regularly pending theodolites cajole even sheaves. stealthy, ironic ideas are furiously above the even p"
8940,Customer#000008940,QMhVQC0PiraO8oEHoMJ14b8Gxf9gK4h5ATkCn,0,10-727-934-6306,990.90,MACHINERY,lets. accounts haggle fluffily among the quickly unusual requests. regular accounts above the iro
20908,Customer#000020908,iQ0eqaU XlQqsXmMX5brksn7Z21at,0,10-146-166-8967,5719.86,FURNITURE,"gular packages wake furiously bold excuses; busy, ironic"
9472,Customer#000009472,7K9Irw9KnJmeCurcA e4pPtDeFDAJ mNkt6nUJ,0,10-636-913-7890,-920.83,BUILDING,"nding, ironic theodolites sleep carefully final depths. stealthy, ironic"
5556,Customer#000005556,",0jKDoI FsQI4",0,10-915-415-9756,5555.69,FURNITURE,s grow blithely. pinto beans grow furiously against the
16941,Customer#000016941,"fZYapv5xofaHAoKIgHhytslZj3BvMmg9,v",0,10-350-635-3682,6412.58,HOUSEHOLD,"quests. final, regular requests along the pending instructions nag above the thinly final dolphins. requests sleep"
12365,Customer#000012365,CDR9N4VvFU9w6x7C,0,10-280-698-7549,5949.39,AUTOMOBILE,he accounts. furiously express gifts engage. pinto beans sleep carefully carefully pending ideas.
24430,Customer#000024430,mn UwjfGXIzx,0,10-563-993-7780,644.44,MACHINERY,ding ideas cajole furiously ironic deposits. slyly special foxes alongside of the slowly final packages print
25078,Customer#000025078,gUBHnM21q3zlW7AdzmK4,0,10-261-181-8000,3880.69,MACHINERY,are furiously. forges sleep furiously ironic accounts. furiously close acco
11378,Customer#000011378,wP3FhrwehXPa TfGSfyfNp,0,10-470-124-3912,1318.18,HOUSEHOLD,s are alongside of the carefully final
10976,Customer#000010976,ZNz3sKFqIFZLbRX1w,0,10-143-593-3735,6517.58,AUTOMOBILE,"ly dependencies. unusual, enticing requ"
4203,Customer#000004203,xDVoHU9Ad3Jn4ozkRKz5j6uFJJ056jCgXdxkKFb,0,10-613-213-5224,7253.59,FURNITURE,e requests. quickly even accounts affix slyly ironic multipliers. thinly final pinto beans sleep carefully above the
17458,Customer#000017458,kIh9aILg9aXa g67sNaD5ZL3EHwWLrbQ,0,10-225-374-5190,7940.33,BUILDING,ate slyly blithely unusual packages. platelet
